Time (s),Gold,Noob Mines Owned,OK Mines Owned,Good Mines Owned,Super Mines Owned,Alpha Gold Mines Owned,Sigma Gold Mines Owned,Income,Noob Mines Cost,OK Mines Cost,Good Mines Cost,Super Mines Cost,Alpha Gold Mines Cost,Sigma Gold Mines Cost,Noob Mines Bought,OK Mines Bought,Good Mines Bought,Super Mines Bought,Alpha Gold Mines Bought,Sigma Gold Mines Bought
579,11676,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
580,12817,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
581,13958,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
582,15099,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
583,16240,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
584,17381,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,1,0,0,0,0
585,1334,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
586,2480,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
587,3626,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
588,4772,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
589,5918,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
590,7064,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
591,8210,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
592,9356,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
593,10502,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
594,11648,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
595,12794,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
596,13940,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
597,15086,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
598,16232,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
599,17378,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,0,0,0,0
600,18524,10,55,43,0,0,0,1146,39,18906,18073,2000,15000,250000,0,0,1,0,0,0
601,1597,10,55,44,0,0,0,1166,39,18906,19880,2000,15000,250000,0,0,0,0,0,0
602,2763,10,55,44,0,0,0,1166,39,18906,19880,2000,15000,250000,0,0,0,1,0,0
603,1929,10,55,44,1,0,0,1266,39,18906,19880,2200,15000,250000,0,0,0,0,0,0
604,3195,10,55,44,1,0,0,1266,39,18906,19880,2200,15000,250000,0,0,0,1,0,0
605,2261,10,55,44,2,0,0,1366,39,18906,19880,2421,15000,250000,0,0,0,0,0,0
606,3627,10,55,44,2,0,0,1366,39,18906,19880,2421,15000,250000,0,0,0,1,0,0
607,2572,10,55,44,3,0,0,1466,39,18906,19880,2663,15000,250000,0,0,0,0,0,0
608,4038,10,55,44,3,0,0,1466,39,18906,19880,2663,15000,250000,0,0,0,1,0,0
609,2841,10,55,44,4,0,0,1566,39,18906,19880,2929,15000,250000,0,0,0,0,0,0
610,4407,10,55,44,4,0,0,1566,39,18906,19880,2929,15000,250000,0,0,0,1,0,0
611,3044,10,55,44,5,0,0,1666,39,18906,19880,3222,15000,250000,0,0,0,0,0,0
612,4710,10,55,44,5,0,0,1666,39,18906,19880,3222,15000,250000,0,0,0,1,0,0
613,3154,10,55,44,6,0,0,1766,39,18906,19880,3544,15000,250000,0,0,0,0,0,0
614,4920,10,55,44,6,0,0,1766,39,18906,19880,3544,15000,250000,0,0,0,1,0,0
615,3142,10,55,44,7,0,0,1866,39,18906,19880,3898,15000,250000,0,0,0,0,0,0
616,5008,10,55,44,7,0,0,1866,39,18906,19880,3898,15000,250000,0,0,0,1,0,0
617,2976,10,55,44,8,0,0,1966,39,18906,19880,4288,15000,250000,0,0,0,0,0,0
618,4942,10,55,44,8,0,0,1966,39,18906,19880,4288,15000,250000,0,0,0,1,0,0
619,2620,10,55,44,9,0,0,2066,39,18906,19880,4716,15000,250000,0,0,0,0,0,0
620,4686,10,55,44,9,0,0,2066,39,18906,19880,4716,15000,250000,0,0,0,0,0,0
621,6752,10,55,44,9,0,0,2066,39,18906,19880,4716,15000,250000,0,0,0,1,0,0
622,4102,10,55,44,10,0,0,2166,39,18906,19880,5188,15000,250000,0,0,0,0,0,0
623,6268,10,55,44,10,0,0,2166,39,18906,19880,5188,15000,250000,0,0,0,1,0,0
624,3246,10,55,44,11,0,0,2266,39,18906,19880,5707,15000,250000,0,0,0,0,0,0
625,5512,10,55,44,11,0,0,2266,39,18906,19880,5707,15000,250000,0,0,0,0,0,0
626,7778,10,55,44,11,0,0,2266,39,18906,19880,5707,15000,250000,0,0,0,1,0,0
627,4337,10,55,44,12,0,0,2366,39,18906,19880,6277,15000,250000,0,0,0,0,0,0
628,6703,10,55,44,12,0,0,2366,39,18906,19880,6277,15000,250000,0,0,0,1,0,0
629,2792,10,55,44,13,0,0,2466,39,18906,19880,6905,15000,250000,0,0,0,0,0,0
630,5258,10,55,44,13,0,0,2466,39,18906,19880,6905,15000,250000,0,0,0,0,0,0
631,7724,10,55,44,13,0,0,2466,39,18906,19880,6905,15000,250000,0,0,0,1,0,0
632,3285,10,55,44,14,0,0,2566,39,18906,19880,7595,15000,250000,0,0,0,0,0,0
633,5851,10,55,44,14,0,0,2566,39,18906,19880,7595,15000,250000,0,0,0,0,0,0
634,8417,10,55,44,14,0,0,2566,39,18906,19880,7595,15000,250000,0,0,0,1,0,0
635,3388,10,55,44,15,0,0,2666,39,18906,19880,8355,15000,250000,0,0,0,0,0,0
636,6054,10,55,44,15,0,0,2666,39,18906,19880,8355,15000,250000,0,0,0,0,0,0
637,8720,10,55,44,15,0,0,2666,39,18906,19880,8355,15000,250000,0,0,0,1,0,0
638,3031,10,55,44,16,0,0,2766,39,18906,19880,9190,15000,250000,0,0,0,0,0,0
639,5797,10,55,44,16,0,0,2766,39,18906,19880,9190,15000,250000,0,0,0,0,0,0
640,8563,10,55,44,16,0,0,2766,39,18906,19880,9190,15000,250000,0,0,0,0,0,0
641,11329,10,55,44,16,0,0,2766,39,18906,19880,9190,15000,250000,0,0,0,1,0,0
642,4905,10,55,44,17,0,0,2866,39,18906,19880,10109,15000,250000,0,0,0,0,0,0
643,7771,10,55,44,17,0,0,2866,39,18906,19880,10109,15000,250000,0,0,0,0,0,0
644,10637,10,55,44,17,0,0,2866,39,18906,19880,10109,15000,250000,0,0,0,1,0,0
645,3394,10,55,44,18,0,0,2966,39,18906,19880,11120,15000,250000,0,0,0,0,0,0
646,6360,10,55,44,18,0,0,2966,39,18906,19880,11120,15000,250000,0,0,0,0,0,0
647,9326,10,55,44,18,0,0,2966,39,18906,19880,11120,15000,250000,0,0,0,0,0,0
648,12292,10,55,44,18,0,0,2966,39,18906,19880,11120,15000,250000,0,0,0,1,0,0
649,4138,10,55,44,19,0,0,3066,39,18906,19880,12232,15000,250000,0,0,0,0,0,0
650,7204,10,55,44,19,0,0,3066,39,18906,19880,12232,15000,250000,0,0,0,0,0,0
651,10270,10,55,44,19,0,0,3066,39,18906,19880,12232,15000,250000,0,0,0,0,0,0
652,13336,10,55,44,19,0,0,3066,39,18906,19880,12232,15000,250000,0,0,0,1,0,0
653,4170,10,55,44,20,0,0,3166,39,18906,19880,13455,15000,250000,0,0,0,0,0,0
654,7336,10,55,44,20,0,0,3166,39,18906,19880,13455,15000,250000,0,0,0,0,0,0
655,10502,10,55,44,20,0,0,3166,39,18906,19880,13455,15000,250000,0,0,0,0,0,0
656,13668,10,55,44,20,0,0,3166,39,18906,19880,13455,15000,250000,0,0,0,1,0,0
657,3379,10,55,44,21,0,0,3266,39,18906,19880,14801,15000,250000,0,0,0,0,0,0
658,6645,10,55,44,21,0,0,3266,39,18906,19880,14801,15000,250000,0,0,0,0,0,0
659,9911,10,55,44,21,0,0,3266,39,18906,19880,14801,15000,250000,0,0,0,0,0,0
660,13177,10,55,44,21,0,0,3266,39,18906,19880,14801,15000,250000,0,0,0,0,0,0
661,16443,10,55,44,21,0,0,3266,39,18906,19880,14801,15000,250000,0,0,0,1,0,0
662,4908,10,55,44,22,0,0,3366,39,18906,19880,16281,15000,250000,0,0,0,0,0,0
663,8274,10,55,44,22,0,0,3366,39,18906,19880,16281,15000,250000,0,0,0,0,0,0
664,11640,10,55,44,22,0,0,3366,39,18906,19880,16281,15000,250000,0,0,0,0,0,0
665,15006,10,55,44,22,0,0,3366,39,18906,19880,16281,15000,250000,0,0,0,0,1,0
666,3372,10,55,44,22,1,0,4066,39,18906,19880,16281,16500,250000,0,0,0,0,0,0
667,7438,10,55,44,22,1,0,4066,39,18906,19880,16281,16500,250000,0,0,0,0,0,0
668,11504,10,55,44,22,1,0,4066,39,18906,19880,16281,16500,250000,0,0,0,0,0,0
669,15570,10,55,44,22,1,0,4066,39,18906,19880,16281,16500,250000,0,0,0,0,0,0
670,19636,10,55,44,22,1,0,4066,39,18906,19880,16281,16500,250000,0,1,0,0,0,0
671,4796,10,56,44,22,1,0,4071,39,20797,19880,16281,16500,250000,0,0,0,0,0,0
672,8867,10,56,44,22,1,0,4071,39,20797,19880,16281,16500,250000,0,0,0,0,0,0
673,12938,10,56,44,22,1,0,4071,39,20797,19880,16281,16500,250000,0,0,0,0,0,0
674,17009,10,56,44,22,1,0,4071,39,20797,19880,16281,16500,250000,0,0,0,1,0,0
675,4799,10,56,44,23,1,0,4171,39,20797,19880,17909,16500,250000,0,0,0,0,0,0
676,8970,10,56,44,23,1,0,4171,39,20797,19880,17909,16500,250000,0,0,0,0,0,0
677,13141,10,56,44,23,1,0,4171,39,20797,19880,17909,16500,250000,0,0,0,0,0,0
678,17312,10,56,44,23,1,0,4171,39,20797,19880,17909,16500,250000,0,0,0,0,1,0
679,4983,10,56,44,23,2,0,4871,39,20797,19880,17909,18151,250000,0,0,0,0,0,0
680,9854,10,56,44,23,2,0,4871,39,20797,19880,17909,18151,250000,0,0,0,0,0,0
681,14725,10,56,44,23,2,0,4871,39,20797,19880,17909,18151,250000,0,0,0,0,0,0
682,19596,10,56,44,23,2,0,4871,39,20797,19880,17909,18151,250000,0,0,0,1,0,0
683,6558,10,56,44,24,2,0,4971,39,20797,19880,19700,18151,250000,0,0,0,0,0,0
684,11529,10,56,44,24,2,0,4971,39,20797,19880,19700,18151,250000,0,0,0,0,0,0
685,16500,10,56,44,24,2,0,4971,39,20797,19880,19700,18151,250000,0,0,0,0,0,0
686,21471,10,56,44,24,2,0,4971,39,20797,19880,19700,18151,250000,0,0,1,0,0,0
687,6562,10,56,45,24,2,0,4991,39,20797,21868,19700,18151,250000,0,0,0,0,0,0
688,11553,10,56,45,24,2,0,4991,39,20797,21868,19700,18151,250000,0,0,0,0,0,0
689,16544,10,56,45,24,2,0,4991,39,20797,21868,19700,18151,250000,0,0,0,0,0,0
690,21535,10,56,45,24,2,0,4991,39,20797,21868,19700,18151,250000,0,1,0,0,0,0
691,5729,10,57,45,24,2,0,4996,39,22877,21868,19700,18151,250000,0,0,0,0,0,0
692,10725,10,57,45,24,2,0,4996,39,22877,21868,19700,18151,250000,0,0,0,0,0,0
693,15721,10,57,45,24,2,0,4996,39,22877,21868,19700,18151,250000,0,0,0,0,0,0
694,20717,10,57,45,24,2,0,4996,39,22877,21868,19700,18151,250000,0,0,0,1,0,0
695,6013,10,57,45,25,2,0,5096,39,22877,21868,21670,18151,250000,0,0,0,0,0,0
696,11109,10,57,45,25,2,0,5096,39,22877,21868,21670,18151,250000,0,0,0,0,0,0
697,16205,10,57,45,25,2,0,5096,39,22877,21868,21670,18151,250000,0,0,0,0,0,0
698,21301,10,57,45,25,2,0,5096,39,22877,21868,21670,18151,250000,0,0,0,0,1,0
699,8246,10,57,45,25,3,0,5796,39,22877,21868,21670,19966,250000,0,0,0,0,0,0
700,14042,10,57,45,25,3,0,5796,39,22877,21868,21670,19966,250000,0,0,0,0,0,0
701,19838,10,57,45,25,3,0,5796,39,22877,21868,21670,19966,250000,0,0,0,0,0,0
702,25634,10,57,45,25,3,0,5796,39,22877,21868,21670,19966,250000,0,0,1,0,0,0
703,9562,10,57,46,25,3,0,5816,39,22877,24054,21670,19966,250000,0,0,0,0,0,0
704,15378,10,57,46,25,3,0,5816,39,22877,24054,21670,19966,250000,0,0,0,0,0,0
705,21194,10,57,46,25,3,0,5816,39,22877,24054,21670,19966,250000,0,0,0,0,1,0
706,7044,10,57,46,25,4,0,6516,39,22877,24054,21670,21962,250000,0,0,0,0,0,0
707,13560,10,57,46,25,4,0,6516,39,22877,24054,21670,21962,250000,0,0,0,0,0,0
708,20076,10,57,46,25,4,0,6516,39,22877,24054,21670,21962,250000,0,0,0,0,0,0
709,26592,10,57,46,25,4,0,6516,39,22877,24054,21670,21962,250000,0,0,1,0,0,0
710,9054,10,57,47,25,4,0,6536,39,22877,26460,21670,21962,250000,0,0,0,0,0,0
711,15590,10,57,47,25,4,0,6536,39,22877,26460,21670,21962,250000,0,0,0,0,0,0
712,22126,10,57,47,25,4,0,6536,39,22877,26460,21670,21962,250000,0,0,0,1,0,0
713,6992,10,57,47,26,4,0,6636,39,22877,26460,23837,21962,250000,0,0,0,0,0,0
714,13628,10,57,47,26,4,0,6636,39,22877,26460,23837,21962,250000,0,0,0,0,0,0
715,20264,10,57,47,26,4,0,6636,39,22877,26460,23837,21962,250000,0,0,0,0,0,0
716,26900,10,57,47,26,4,0,6636,39,22877,26460,23837,21962,250000,0,0,1,0,0,0
717,7076,10,57,48,26,4,0,6656,39,22877,29106,23837,21962,250000,0,0,0,0,0,0
718,13732,10,57,48,26,4,0,6656,39,22877,29106,23837,21962,250000,0,0,0,0,0,0
719,20388,10,57,48,26,4,0,6656,39,22877,29106,23837,21962,250000,0,0,0,0,0,0
720,27044,10,57,48,26,4,0,6656,39,22877,29106,23837,21962,250000,0,1,0,0,0,0
721,10823,10,58,48,26,4,0,6661,39,25164,29106,23837,21962,250000,0,0,0,0,0,0
722,17484,10,58,48,26,4,0,6661,39,25164,29106,23837,21962,250000,0,0,0,0,0,0
723,24145,10,58,48,26,4,0,6661,39,25164,29106,23837,21962,250000,0,0,0,1,0,0
724,6969,10,58,48,27,4,0,6761,39,25164,29106,26220,21962,250000,0,0,0,0,0,0
725,13730,10,58,48,27,4,0,6761,39,25164,29106,26220,21962,250000,0,0,0,0,0,0
726,20491,10,58,48,27,4,0,6761,39,25164,29106,26220,21962,250000,0,0,0,0,0,0
727,27252,10,58,48,27,4,0,6761,39,25164,29106,26220,21962,250000,0,1,0,0,0,0
728,8849,10,59,48,27,4,0,6766,39,27681,29106,26220,21962,250000,0,0,0,0,0,0
729,15615,10,59,48,27,4,0,6766,39,27681,29106,26220,21962,250000,0,0,0,0,0,0
730,22381,10,59,48,27,4,0,6766,39,27681,29106,26220,21962,250000,0,0,0,0,1,0
731,7185,10,59,48,27,5,0,7466,39,27681,29106,26220,24158,250000,0,0,0,0,0,0
732,14651,10,59,48,27,5,0,7466,39,27681,29106,26220,24158,250000,0,0,0,0,0,0
733,22117,10,59,48,27,5,0,7466,39,27681,29106,26220,24158,250000,0,0,0,0,0,0
734,29583,10,59,48,27,5,0,7466,39,27681,29106,26220,24158,250000,0,0,1,0,0,0
735,7943,10,59,49,27,5,0,7486,39,27681,32016,26220,24158,250000,0,0,0,0,0,0
736,15429,10,59,49,27,5,0,7486,39,27681,32016,26220,24158,250000,0,0,0,0,0,0
737,22915,10,59,49,27,5,0,7486,39,27681,32016,26220,24158,250000,0,0,0,0,0,0
738,30401,10,59,49,27,5,0,7486,39,27681,32016,26220,24158,250000,0,1,0,0,0,0
739,10206,10,60,49,27,5,0,7491,39,30449,32016,26220,24158,250000,0,0,0,0,0,0
740,17697,10,60,49,27,5,0,7491,39,30449,32016,26220,24158,250000,0,0,0,0,0,0
741,25188,10,60,49,27,5,0,7491,39,30449,32016,26220,24158,250000,0,0,0,0,1,0
742,8521,10,60,49,27,6,0,8191,39,30449,32016,26220,26574,250000,0,0,0,0,0,0
743,16712,10,60,49,27,6,0,8191,39,30449,32016,26220,26574,250000,0,0,0,0,0,0
744,24903,10,60,49,27,6,0,8191,39,30449,32016,26220,26574,250000,0,0,0,0,0,0
745,33094,10,60,49,27,6,0,8191,39,30449,32016,26220,26574,250000,0,0,1,0,0,0
746,9269,10,60,50,27,6,0,8211,39,30449,35218,26220,26574,250000,0,0,0,0,0,0
747,17480,10,60,50,27,6,0,8211,39,30449,35218,26220,26574,250000,0,0,0,0,0,0
748,25691,10,60,50,27,6,0,8211,39,30449,35218,26220,26574,250000,0,0,0,0,0,0
749,33902,10,60,50,27,6,0,8211,39,30449,35218,26220,26574,250000,0,1,0,0,0,0
750,11664,10,61,50,27,6,0,8216,39,33493,35218,26220,26574,250000,0,0,0,0,0,0
751,19880,10,61,50,27,6,0,8216,39,33493,35218,26220,26574,250000,0,0,0,0,0,0
752,28096,10,61,50,27,6,0,8216,39,33493,35218,26220,26574,250000,0,0,0,1,0,0
753,10092,10,61,50,28,6,0,8316,39,33493,35218,28842,26574,250000,0,0,0,0,0,0
754,18408,10,61,50,28,6,0,8316,39,33493,35218,28842,26574,250000,0,0,0,0,0,0
755,26724,10,61,50,28,6,0,8316,39,33493,35218,28842,26574,250000,0,0,0,0,1,0
756,8466,10,61,50,28,7,0,9016,39,33493,35218,28842,29231,250000,0,0,0,0,0,0
757,17482,10,61,50,28,7,0,9016,39,33493,35218,28842,29231,250000,0,0,0,0,0,0
758,26498,10,61,50,28,7,0,9016,39,33493,35218,28842,29231,250000,0,0,0,0,0,0
759,35514,10,61,50,28,7,0,9016,39,33493,35218,28842,29231,250000,0,0,1,0,0,0
760,9312,10,61,51,28,7,0,9036,39,33493,38739,28842,29231,250000,0,0,0,0,0,0
761,18348,10,61,51,28,7,0,9036,39,33493,38739,28842,29231,250000,0,0,0,0,0,0
762,27384,10,61,51,28,7,0,9036,39,33493,38739,28842,29231,250000,0,0,0,0,0,0
763,36420,10,61,51,28,7,0,9036,39,33493,38739,28842,29231,250000,0,1,0,0,0,0
764,11963,10,62,51,28,7,0,9041,39,36843,38739,28842,29231,250000,0,0,0,0,0,0
765,21004,10,62,51,28,7,0,9041,39,36843,38739,28842,29231,250000,0,0,0,0,0,0
766,30045,10,62,51,28,7,0,9041,39,36843,38739,28842,29231,250000,0,0,0,1,0,0
767,10244,10,62,51,29,7,0,9141,39,36843,38739,31727,29231,250000,0,0,0,0,0,0
768,19385,10,62,51,29,7,0,9141,39,36843,38739,31727,29231,250000,0,0,0,0,0,0
769,28526,10,62,51,29,7,0,9141,39,36843,38739,31727,29231,250000,0,0,0,0,0,0
770,37667,10,62,51,29,7,0,9141,39,36843,38739,31727,29231,250000,0,1,0,0,0,0
771,9965,10,63,51,29,7,0,9146,39,40527,38739,31727,29231,250000,0,0,0,0,0,0
772,19111,10,63,51,29,7,0,9146,39,40527,38739,31727,29231,250000,0,0,0,0,0,0
773,28257,10,63,51,29,7,0,9146,39,40527,38739,31727,29231,250000,0,0,0,0,0,0
774,37403,10,63,51,29,7,0,9146,39,40527,38739,31727,29231,250000,0,0,0,1,0,0
775,14822,10,63,51,30,7,0,9246,39,40527,38739,34899,29231,250000,0,0,0,0,0,0
776,24068,10,63,51,30,7,0,9246,39,40527,38739,34899,29231,250000,0,0,0,0,0,0
777,33314,10,63,51,30,7,0,9246,39,40527,38739,34899,29231,250000,0,0,0,0,1,0
778,13329,10,63,51,30,8,0,9946,39,40527,38739,34899,32154,250000,0,0,0,0,0,0
779,23275,10,63,51,30,8,0,9946,39,40527,38739,34899,32154,250000,0,0,0,0,0,0
780,33221,10,63,51,30,8,0,9946,39,40527,38739,34899,32154,250000,0,0,0,0,1,0
781,11013,10,63,51,30,9,0,10646,39,40527,38739,34899,35370,250000,0,0,0,0,0,0
782,21659,10,63,51,30,9,0,10646,39,40527,38739,34899,35370,250000,0,0,0,0,0,0
783,32305,10,63,51,30,9,0,10646,39,40527,38739,34899,35370,250000,0,0,0,0,0,0
784,42951,10,63,51,30,9,0,10646,39,40527,38739,34899,35370,250000,0,0,1,0,0,0
785,14858,10,63,52,30,9,0,10666,39,40527,42613,34899,35370,250000,0,0,0,0,0,0
786,25524,10,63,52,30,9,0,10666,39,40527,42613,34899,35370,250000,0,0,0,0,0,0
787,36190,10,63,52,30,9,0,10666,39,40527,42613,34899,35370,250000,0,0,0,1,0,0
788,11957,10,63,52,31,9,0,10766,39,40527,42613,38389,35370,250000,0,0,0,0,0,0
789,22723,10,63,52,31,9,0,10766,39,40527,42613,38389,35370,250000,0,0,0,0,0,0
790,33489,10,63,52,31,9,0,10766,39,40527,42613,38389,35370,250000,0,0,0,0,0,0
791,44255,10,63,52,31,9,0,10766,39,40527,42613,38389,35370,250000,0,0,1,0,0,0
792,12408,10,63,53,31,9,0,10786,39,40527,46875,38389,35370,250000,0,0,0,0,0,0
793,23194,10,63,53,31,9,0,10786,39,40527,46875,38389,35370,250000,0,0,0,0,0,0
794,33980,10,63,53,31,9,0,10786,39,40527,46875,38389,35370,250000,0,0,0,0,0,0
795,44766,10,63,53,31,9,0,10786,39,40527,46875,38389,35370,250000,0,1,0,0,0,0
796,15025,10,64,53,31,9,0,10791,39,44580,46875,38389,35370,250000,0,0,0,0,0,0
797,25816,10,64,53,31,9,0,10791,39,44580,46875,38389,35370,250000,0,0,0,0,0,0
798,36607,10,64,53,31,9,0,10791,39,44580,46875,38389,35370,250000,0,0,0,0,1,0
799,12028,10,64,53,31,10,0,11491,39,44580,46875,38389,38907,250000,0,0,0,0,0,0
800,23519,10,64,53,31,10,0,11491,39,44580,46875,38389,38907,250000,0,0,0,0,0,0
801,35010,10,64,53,31,10,0,11491,39,44580,46875,38389,38907,250000,0,0,0,0,0,0
802,46501,10,64,53,31,10,0,11491,39,44580,46875,38389,38907,250000,0,1,0,0,0,0
803,13412,10,65,53,31,10,0,11496,39,49038,46875,38389,38907,250000,0,0,0,0,0,0
804,24908,10,65,53,31,10,0,11496,39,49038,46875,38389,38907,250000,0,0,0,0,0,0
805,36404,10,65,53,31,10,0,11496,39,49038,46875,38389,38907,250000,0,0,0,0,0,0
806,47900,10,65,53,31,10,0,11496,39,49038,46875,38389,38907,250000,0,0,1,0,0,0
807,12521,10,65,54,31,10,0,11516,39,49038,51562,38389,38907,250000,0,0,0,0,0,0
808,24037,10,65,54,31,10,0,11516,39,49038,51562,38389,38907,250000,0,0,0,0,0,0
809,35553,10,65,54,31,10,0,11516,39,49038,51562,38389,38907,250000,0,0,0,0,0,0
810,47069,10,65,54,31,10,0,11516,39,49038,51562,38389,38907,250000,0,0,0,1,0,0
811,20196,10,65,54,32,10,0,11616,39,49038,51562,42228,38907,250000,0,0,0,0,0,0
812,31812,10,65,54,32,10,0,11616,39,49038,51562,42228,38907,250000,0,0,0,0,0,0
813,43428,10,65,54,32,10,0,11616,39,49038,51562,42228,38907,250000,0,0,0,1,0,0
814,12816,10,65,54,33,10,0,11716,39,49038,51562,46451,38907,250000,0,0,0,0,0,0
815,24532,10,65,54,33,10,0,11716,39,49038,51562,46451,38907,250000,0,0,0,0,0,0
816,36248,10,65,54,33,10,0,11716,39,49038,51562,46451,38907,250000,0,0,0,0,0,0
817,47964,10,65,54,33,10,0,11716,39,49038,51562,46451,38907,250000,0,0,0,1,0,0
818,13229,10,65,54,34,10,0,11816,39,49038,51562,51096,38907,250000,0,0,0,0,0,0
819,25045,10,65,54,34,10,0,11816,39,49038,51562,51096,38907,250000,0,0,0,0,0,0
820,36861,10,65,54,34,10,0,11816,39,49038,51562,51096,38907,250000,0,0,0,0,0,0
821,48677,10,65,54,34,10,0,11816,39,49038,51562,51096,38907,250000,0,0,0,0,1,0
822,21586,10,65,54,34,11,0,12516,39,49038,51562,51096,42797,250000,0,0,0,0,0,0
823,34102,10,65,54,34,11,0,12516,39,49038,51562,51096,42797,250000,0,0,0,0,0,0
824,46618,10,65,54,34,11,0,12516,39,49038,51562,51096,42797,250000,0,0,0,0,1,0
825,16337,10,65,54,34,12,0,13216,39,49038,51562,51096,47077,250000,0,0,0,0,0,0
826,29553,10,65,54,34,12,0,13216,39,49038,51562,51096,47077,250000,0,0,0,0,0,0
827,42769,10,65,54,34,12,0,13216,39,49038,51562,51096,47077,250000,0,0,0,0,0,0
828,55985,10,65,54,34,12,0,13216,39,49038,51562,51096,47077,250000,0,0,1,0,0,0
829,17639,10,65,55,34,12,0,13236,39,49038,56718,51096,47077,250000,0,0,0,0,0,0
830,30875,10,65,55,34,12,0,13236,39,49038,56718,51096,47077,250000,0,0,0,0,0,0
831,44111,10,65,55,34,12,0,13236,39,49038,56718,51096,47077,250000,0,0,0,0,0,0
832,57347,10,65,55,34,12,0,13236,39,49038,56718,51096,47077,250000,0,0,1,0,0,0
833,13865,10,65,56,34,12,0,13256,39,49038,62390,51096,47077,250000,0,0,0,0,0,0
834,27121,10,65,56,34,12,0,13256,39,49038,62390,51096,47077,250000,0,0,0,0,0,0
835,40377,10,65,56,34,12,0,13256,39,49038,62390,51096,47077,250000,0,0,0,0,0,0
836,53633,10,65,56,34,12,0,13256,39,49038,62390,51096,47077,250000,0,1,0,0,0,0
837,17851,10,66,56,34,12,0,13261,39,53941,62390,51096,47077,250000,0,0,0,0,0,0
838,31112,10,66,56,34,12,0,13261,39,53941,62390,51096,47077,250000,0,0,0,0,0,0
839,44373,10,66,56,34,12,0,13261,39,53941,62390,51096,47077,250000,0,0,0,0,0,0
840,57634,10,66,56,34,12,0,13261,39,53941,62390,51096,47077,250000,0,1,0,0,0,0
841,16954,10,67,56,34,12,0,13266,39,59335,62390,51096,47077,250000,0,0,0,0,0,0
842,30220,10,67,56,34,12,0,13266,39,59335,62390,51096,47077,250000,0,0,0,0,0,0
843,43486,10,67,56,34,12,0,13266,39,59335,62390,51096,47077,250000,0,0,0,0,0,0
844,56752,10,67,56,34,12,0,13266,39,59335,62390,51096,47077,250000,0,0,0,1,0,0
845,18922,10,67,56,35,12,0,13366,39,59335,62390,56205,47077,250000,0,0,0,0,0,0
846,32288,10,67,56,35,12,0,13366,39,59335,62390,56205,47077,250000,0,0,0,0,0,0
847,45654,10,67,56,35,12,0,13366,39,59335,62390,56205,47077,250000,0,0,0,0,0,0
848,59020,10,67,56,35,12,0,13366,39,59335,62390,56205,47077,250000,0,0,0,1,0,0
849,16181,10,67,56,36,12,0,13466,39,59335,62390,61826,47077,250000,0,0,0,0,0,0
850,29647,10,67,56,36,12,0,13466,39,59335,62390,61826,47077,250000,0,0,0,0,0,0
851,43113,10,67,56,36,12,0,13466,39,59335,62390,61826,47077,250000,0,0,0,0,0,0
852,56579,10,67,56,36,12,0,13466,39,59335,62390,61826,47077,250000,0,0,0,0,1,0
853,22968,10,67,56,36,13,0,14166,39,59335,62390,61826,51785,250000,0,0,0,0,0,0
854,37134,10,67,56,36,13,0,14166,39,59335,62390,61826,51785,250000,0,0,0,0,0,0
855,51300,10,67,56,36,13,0,14166,39,59335,62390,61826,51785,250000,0,0,0,0,0,0
856,65466,10,67,56,36,13,0,14166,39,59335,62390,61826,51785,250000,0,0,1,0,0,0
857,17242,10,67,57,36,13,0,14186,39,59335,68629,61826,51785,250000,0,0,0,0,0,0
858,31428,10,67,57,36,13,0,14186,39,59335,68629,61826,51785,250000,0,0,0,0,0,0
859,45614,10,67,57,36,13,0,14186,39,59335,68629,61826,51785,250000,0,0,0,0,0,0
