Time,Gold,Noob Mines,OK Mines,Good Mines,Super Mines,Alpha Mines,Sigma Mines,Income,Noob Cost,OK Cost,Good Cost,Super Cost,Alpha Cost,Sigma Cost,Buy Noob,Buy OK,Buy Good,Buy Super,Buy Alpha,Buy Sigma
598,5859,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
599,6093,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
600,6327,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
601,6561,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
602,6795,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
603,7029,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
604,7263,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
605,7497,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
606,7731,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
607,7965,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
608,181,3,47,0,0,0,0,234,20,8018,300,2000,15000,250000,0,1,0,0,0,0
609,415,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
610,654,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
611,893,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
612,1132,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
613,1371,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
614,1610,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
615,1849,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
616,2088,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
617,2327,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
618,2566,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
619,2805,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
620,3044,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
621,3283,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
622,3522,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
623,3761,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
624,4000,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
625,4239,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
626,4478,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
627,4717,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
628,4956,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
629,5195,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
630,5434,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
631,5673,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
632,5912,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
633,6151,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
634,6390,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
635,6629,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
636,6868,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
637,7107,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
638,7346,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
639,7585,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
640,7824,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
641,8063,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
642,8302,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
643,8541,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
644,8780,3,47,0,0,0,0,239,20,8820,300,2000,15000,250000,0,0,0,0,0,0
645,199,3,48,0,0,0,0,239,20,8820,300,2000,15000,250000,0,1,0,0,0,0
646,438,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
647,682,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
648,926,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
649,1170,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
650,1414,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
651,1658,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
652,1902,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
653,2146,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
654,2390,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
655,2634,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
656,2878,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
657,3122,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
658,3366,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
659,3610,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
660,3854,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
661,4098,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
662,4342,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
663,4586,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
664,4830,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
665,5074,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
666,5318,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
667,5562,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
668,5806,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
669,6050,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
670,6294,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
671,6538,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
672,6782,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
673,7026,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
674,7270,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
675,7514,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
676,7758,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
677,8002,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
678,8246,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
679,8490,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
680,8734,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
681,8978,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
682,9222,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
683,9466,3,48,0,0,0,0,244,20,9702,300,2000,15000,250000,0,0,0,0,0,0
684,8,3,49,0,0,0,0,244,20,9702,300,2000,15000,250000,0,1,0,0,0,0
685,252,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
686,501,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
687,750,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
688,999,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
689,1248,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
690,1497,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
691,1746,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
692,1995,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
693,2244,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
694,2493,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
695,2742,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
696,2991,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
697,3240,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
698,3489,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
699,3738,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
700,3987,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
701,4236,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
702,4485,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
703,4734,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
704,4983,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
705,5232,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
706,5481,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
707,5730,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
708,5979,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
709,6228,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
710,6477,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
711,6726,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
712,6975,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
713,7224,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
714,7473,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
715,7722,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
716,7971,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
717,8220,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
718,8469,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
719,8718,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
720,8967,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
721,9216,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
722,9465,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
723,9714,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
724,9963,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
725,10212,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
726,10461,3,49,0,0,0,0,249,20,10672,300,2000,15000,250000,0,0,0,0,0,0
727,38,3,50,0,0,0,0,249,20,10672,300,2000,15000,250000,0,1,0,0,0,0
728,287,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
729,541,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
730,795,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
731,1049,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
732,1303,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
733,1557,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
734,1811,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
735,2065,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
736,2319,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
737,2573,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
738,2827,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
739,3081,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
740,3335,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
741,3589,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
742,3843,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
743,4097,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
744,4351,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
745,4605,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
746,4859,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
747,5113,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
748,5367,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
749,5621,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
750,5875,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
751,6129,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
752,6383,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
753,6637,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
754,6891,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
755,7145,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
756,7399,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
757,7653,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
758,7907,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
759,8161,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
760,8415,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
761,8669,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
762,8923,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
763,9177,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
764,9431,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
765,9685,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
766,9939,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
767,10193,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
768,10447,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
769,10701,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
770,10955,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
771,11209,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
772,11463,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
773,11717,3,50,0,0,0,0,254,20,11740,300,2000,15000,250000,0,0,0,0,0,0
774,231,3,51,0,0,0,0,254,20,11740,300,2000,15000,250000,0,1,0,0,0,0
775,485,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
776,744,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
777,1003,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
778,1262,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
779,1521,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
780,1780,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
781,2039,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
782,2298,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
783,2557,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
784,2816,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
785,3075,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
786,3334,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
787,3593,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
788,3852,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
789,4111,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
790,4370,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
791,4629,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
792,4888,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
793,5147,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
794,5406,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
795,5665,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
796,5924,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
797,6183,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
798,6442,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
799,6701,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
800,6960,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
801,7219,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
802,7478,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
803,7737,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
804,7996,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
805,8255,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
806,8514,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
807,8773,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
808,9032,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
809,9291,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
810,9550,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
811,9809,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
812,10068,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
813,10327,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
814,10586,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
815,10845,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
816,11104,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
817,11363,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
818,11622,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
819,11881,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
820,12140,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
821,12399,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
822,12658,3,51,0,0,0,0,259,20,12913,300,2000,15000,250000,0,0,0,0,0,0
823,4,3,52,0,0,0,0,259,20,12913,300,2000,15000,250000,0,1,0,0,0,0
824,263,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
825,527,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
826,791,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
827,1055,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
828,1319,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
829,1583,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
830,1847,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
831,2111,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
832,2375,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
833,2639,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
834,2903,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
835,3167,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
836,3431,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
837,3695,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
838,3959,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
839,4223,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
840,4487,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
841,4751,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
842,5015,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
843,5279,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
844,5543,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
845,5807,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
846,6071,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
847,6335,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
848,6599,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
849,6863,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
850,7127,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
851,7391,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
852,7655,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
853,7919,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
854,8183,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
855,8447,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
856,8711,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
857,8975,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
858,9239,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
859,9503,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
860,9767,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
861,10031,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
862,10295,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
863,10559,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
864,10823,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
865,11087,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
866,11351,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
867,11615,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
868,11879,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
869,12143,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
870,12407,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
871,12671,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
872,12935,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
873,13199,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
874,13463,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
875,13727,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
876,13991,3,52,0,0,0,0,264,20,14205,300,2000,15000,250000,0,0,0,0,0,0
877,50,3,53,0,0,0,0,264,20,14205,300,2000,15000,250000,0,1,0,0,0,0
878,314,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
879,583,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
880,852,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
881,1121,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
882,1390,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
883,1659,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
884,1928,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
885,2197,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
886,2466,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
887,2735,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
888,3004,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
889,3273,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
890,3542,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
891,3811,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
892,4080,3,53,0,0,0,0,269,20,15625,300,2000,15000,250000,0,0,0,0,0,0
